posting_id,segment_index,segment,topic
P376,25,Problem Solver: A knack for identifying areas for improvement and finding creative solutions.,6
P376,26,What Makes Bondsmith Unique,83
P376,27,Early-stage startup: You will join an early-stage startup with less than 50 members. This means you'll have an opportunity to make a real impact and shape the future of Bondsmith.,42
P376,28,"Customer demand: Unlike other startups who are still finding their way and pivoting on products, we have strong demand from our enterprise clients for our products, we just need to keep building them.",62
P376,29,Next fintech growth story: We are doubling in headcount year on year and hiring across a range of positions,42
P376,30,Share scheme participation 📈,37
P376,31,All the right equipment to make sure you're working at your best 💻,18
P376,32,Fun and social office in Shoreditch 🏢,91
P376,33,Deliveroo for working late in the office 🍔,21
P376,34,"Bondsmith is an equal opportunities employer we are committed to equality of opportunity for all staff and applications from individuals are encouraged regardless of age, disability, sex, gender, sexual orientation, pregnancy and maternity, race, religion or belief, and marriage and civil partnerships.",0
P377,0,Where you fit in,46
P377,1,"Business Analyst provides world class services to application development and enhancement projects. As a Business Analyst, you will identify and define the business needs of clients and stakeholders whilst helping to determine solutions to meet business needs or resolve business problems.",14
P377,2,"You will work as part of a global team in the IDT (Information & Digital Technology) organization. IDT drives business value through providing world class technical, functional, and consulting expertise to deliver the right skills, at the right time.",15
P377,3,"You would be joining a company where technical talent, growing careers, developing leading edge skills, and deepening Shell business knowledge is a high priority. You would bring your business analysis and domain skills to join our diverse and distributed IT team in the UK (London) working as one team together with other Shell IT hubs globally (Bangalore, Houston, Netherlands).",15
P377,4,"As a Business Analyst, you will support Shell LNG Marketing & Trading teams either working in the Data, the Freight or in the Salesforce team delivery innovation.",14
P377,5,"The teams all share the objective of empowering enhanced trading decisions through access to trusted data and robust, scalable analytical models and visualizations along with automating business processes and integrating existing tools.",101
P377,6,You will experience a great opportunity to participate in delivering IT solutions in support of Shell's Energy Transformation.,43
P377,7,"Come and join a team, who are committed to delivering excellence and value to the business.",42
P377,8,"Working as a subject matter expert in Shell LNG Trading, Freight, and Operations, you would lead the identification and documentation of business requirements, working with technical teams to determine feasible solution options.",16
P377,9,"You would actively manage the requirements through the end-to-end solution delivery lifecycle, from detailed design to implementation, testing and release, and ultimately the transition of expertise to the support teams.",16
P377,10,"Your role will vary depending on the projects in your portfolio, typically you would perform the following day to day activities:",87
P377,11,"Responsible for the successful planning and delivery of the project(s) business analysis methods, tools, and technology.",81
